Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
2650,2015-07-28,Opinio,Hyperlocal Food & Grocery Store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0
2651,2015-07-28,Zoctr,Health-Tech Platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Idg Ventures India, Omidyar Network, Sherpalo Ventures,\\Xc2\\Xa0 Mohandas Pai",Private Equity,2000000.0
2653,2015-07-29,Truehb,Medical Tech Instruments,Unknown,New Delhi,"Sachin And Binny Bansal, Malvinder And Shivinder Singh, Gurpreet Singh & Others",Seed Funding,2400000.0
2654,2015-07-29,Zovi.Com / Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, Saif Partners,\\Xc2\\Xa0 Tiger Global Management & Others",Private Equity,50000000.0
2655,2015-07-29,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,1200000.0
2656,2015-07-30,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,Lionrock Capital,Private Equity,600000.0
2657,2015-07-30,Pragmatix,Business Intelligence & Analytics,Unknown,Mumbai,Sidbi Venture Capital Ltd,Private Equity,2400000.0
2658,2015-07-30,Droom.In,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0
2659,2015-07-30,Madrat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0
2660,2015-07-30,Noodle Play,Chinese Food Delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0
2663,2015-07-31,Lazylad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,2000000.0
2666,2015-07-31,Bona Vita,Travel Tech,Unknown,Gurgaon,Makemytrip,Private Equity,5000000.0
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"Dsg Consumer Partners, Saama Capital.",Private Equity,6000000.0
2669,2015-06-01,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0
2670,2015-06-01,Meritnation,Online Learning Platform,Unknown,New Delhi,Infoedge,Private Equity,4000000.0
2671,2015-06-01,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group Of 15 Angel Investors,Seed Funding,350000.0
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0
2674,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,550000.0
2675,2015-06-01,Arth Designbuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0
2676,2015-06-02,Saama,Big Data & Analytics Services,Unknown,Pune / Us,Carrick Capital Partners,Private Equity,35000000.0
2677,2015-06-02,Allizhealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other Angel Investors,Seed Funding,350000.0
2680,2015-06-03,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,Dmg Information,Private Equity,3000000.0
2681,2015-06-03,Mytaxiindia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,100000.0
2682,2015-06-03,Arkin Net,Data Center Software Platform,Unknown,Pune / Us,Nexus Venture Partners,Private Equity,15000000.0
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0
2685,2015-06-03,Icustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0
2687,2015-06-04,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,137000000.0
2688,2015-06-04,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,1000000.0
2689,2015-06-04,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global,\\Xc2\\Xa0 Nirvana Ventures Advisors",Private Equity,20000000.0
2690,2015-06-04,Flipkart,Ecommerce Platform,Unknown,Bangalore,Morgan Stanley,Private Equity,50000000.0
2691,2015-06-05,Kwatt Solutions,Renewable Energy Solutions,Unknown,Mumbai,Unknown,Seed Funding,500000.0
2692,2015-06-05,Medwell Ventures,Healthcare\\Nservice Provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0
2695,2015-06-08,Applied Solar Technologies,Off-Grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment And Ifc",Private Equity,40000000.0
2696,2015-06-09,Clovia,Private Label Lingerie Ecommerce,Unknown,New Delhi,Ivycap Ventures,Private Equity,5000000.0
2697,2015-06-09,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, Saif Partners, Accel Partners",Private Equity,16500000.0
2698,2015-06-09,Paymango,Mobile Commerce Platform,Unknown,Gurgaon,Group Of Angel Investors,Seed Funding,234000.0
2700,2015-06-09,Teritree,Digital Marketing Services,Unknown,Bangalore,Kcl,Seed Funding,140000.0
2702,2015-06-10,Voonik,Fashion Ecommerce Store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0
2703,2015-06-11,Adstringo,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare,\\Xc2\\Xa0 Viswanath Ramachandran",Seed Funding,350000.0
2704,2015-06-11,Faircent.Com,Peer To Peer Lending Platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0
2705,2015-06-12,La Renon,Global Healthcare Products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,16000000.0
2706,2015-06-15,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,50000000.0
2708,2015-06-15,Shippr,Intra-City Logistics Service,Unknown,Bangalore,I2India Pvt Ltd,Seed Funding,500000.0
2711,2015-06-16,Couponraja,Online Coupon & Comparison Platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & Others",Seed Funding,500000.0
2714,2015-06-17,Mydentist,Dental Clinic Chain,Unknown,Mumbai,"Lgt Group, Asian Healthcare Fund, Seedfund",Private Equity,8200000.0
2716,2015-06-18,Fracktal Works,3D Printer Manufacturer,Unknown,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0
2717,2015-06-18,Hansa Customer Equity,It / Customer Engagement Consulting,Unknown,Mumbai,Ask Pravi,Private Equity,5000000.0
2720,2015-06-19,Housejoy,Home Services Marketplace,Unknown,Bangalore,Matrix Partners,Private Equity,4000000.0
2721,2015-06-19,Fundsindia.Com,Financial Services Platform,Unknown,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0
2722,2015-06-20,Cupick,Social Network For Artists,Unknown,Bangalore,Group Of Angel Investors From Us/India,Seed Funding,120000.0
2723,2015-06-20,Tracxn,Startup Funding Platform,Unknown,Bangalore,"Sachin Bansal, Bunny Bansal & Other Investors",Private Equity,10000000.0
2724,2015-06-21,Holachef,Food Delivery Platform,Unknown,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0
2725,2015-06-22,Elong,Data Driven Recruitment Recommendation,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0
2728,2015-06-22,Vidgyor,Video Advertisement Platform,Unknown,Bangalore,Angelprime,Seed Funding,500000.0
2730,2015-06-23,Goodservice,Mobile Chat Based Concierge Service,Unknown,New Delhi,Sequoia Capital,Private Equity,1600000.0
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,Unknown,Bangalore,"Matrix Partners India, Saif Partners",Private Equity,6000000.0
2732,2015-06-23,Edukart,Online Education Marketplace,Unknown,New Delhi,"Holostik Group, Youwecan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0
2737,2015-06-24,Indix,Saas Product Intelligence Platform,Unknown,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0
2738,2015-06-24,The Porter,Logistics Tech,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0
2739,2015-06-24,Retention.Ai,App Analytics Platform,Unknown,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & Others",Seed Funding,500000.0
2740,2015-06-25,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Development Finance Institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0
2741,2015-06-25,Zinka,Freight Logistics Platform,Unknown,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0
2742,2015-06-26,Creditmantri,Credit Management Services,Unknown,Chennai,"Idg Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0
2743,2015-06-26,Getmypeon,Hyperlocal Handyman Services,Unknown,Mumbai,Undisclosed Investors,Seed Funding,250000.0
2744,2015-06-29,Urbanclap,Hyperlocal Services Marketplace,Unknown,New Delhi,"Saif Partners,\\Xc2\\Xa0 Accel Partners",Private Equity,10000000.0
2746,2015-06-29,Adwyze,Marketing / Advertising Automation Platform,Unknown,Bangalore,Mape Advisory,Seed Funding,1000000.0
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000.0
2751,2015-06-30,Flatchat,Flat Rental Mobile App,Unknown,Bangalore,Commonfloor,Private Equity,2500000.0
2752,2015-06-30,Mycfo,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,1500000.0
2753,2015-05-01,Foodpanda,Online Food Delivery,Unknown,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0
2754,2015-05-01,Termsheet,Fund Raising Platform,Unknown,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0
2755,2015-05-04,Applicate,Workforce Management Software,Unknown,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0
2756,2015-05-04,World Art Community,Online Art Marketplace,Unknown,Gurgaon,Viraj Tyagi & Others,Seed Funding,200000.0
2757,2015-05-04,Spoonjoy,Online Food Delivery,Unknown,Bangalore,Saif Partners,Seed Funding,1000000.0
2758,2015-05-05,Seed Schools,Affordable Education,Unknown,Hyderabad,Acumen Fund,Seed Funding,650000.0
2759,2015-05-05,Ignis Careers,Career Development,Unknown,Hyderabad,Acumen Fund,Seed Funding,250000.0
2760,2015-05-05,Square Yards,Real Estate Advisory,Unknown,Gurgaon,Undisclosed Investors,Private Equity,6000000.0
2761,2015-05-05,Fintellix,Banking Analytics Platform,Unknown,Bangalore,"Idg Ventures, Sequoia Capital",Private Equity,15000000.0
2763,2015-05-06,Delhivery,Ecommerce Logistics,Unknown,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0
2764,2015-05-06,Swiggy,Online Food Delivery,Unknown,Bangalore,Norwest Venture Partners,Private Equity,15000000.0
2766,2015-05-07,Box8,Online Food Delivery,Unknown,Mumbai,Mayfield Ventures,Private Equity,3500000.0
2767,2015-05-07,Toppr,Online Education Platform,Unknown,Mumbai,"Fidelity Growth Partners India, Saif Partners,\\Xc2\\Xa0 Helion Ventures",Private Equity,10000000.0
2768,2015-05-07,Vedantu,Online Education Platform,Unknown,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,5000000.0
2769,2015-05-08,Buyhatke,Online Product Comparison,Unknown,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,1000000.0
2771,2015-05-08,Uniken,Online Security Platform,Unknown,Pune,Exfinity Ventures,Private Equity,2000000.0
2772,2015-05-08,Grandopinion,Online Medical Diagnostic,Unknown,New Delhi,Florida Based Angel Investor,Seed Funding,150000.0
2774,2015-05-12,Zapstitch,Cloud Data Integration Platform,Unknown,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000.0
2775,2015-05-12,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000.0
2777,,Plancess,Online Education Platform,Unknown,Mumbai,"Rajendra Gogri,\\Xc2\\Xa0 Chandrakant Gogri",Seed Funding,2000000.0
2781,2015-05-14,Indianroots.Com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,Kjs Group,Private Equity,5000000.0
2782,2015-05-14,Redpolka,Online Fashion Aggregator,Unknown,Mumbai,Undisclosed Investors,Seed Funding,250000.0
2783,2015-05-15,Venturesity,Online Job Skills Showcase,Unknown,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000.0
2786,2015-05-19,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Management,Private Equity,1000000.0
2787,2015-05-19,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,16000000.0
2788,2015-05-19,Cooey,Health Mobile App,Unknown,Bangalore,Subhash Goyal,Seed Funding,470000.0
2789,2015-05-19,Meetuniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Venture Capital,Seed Funding,1000000.0
2791,2015-05-19,Crown-It,Hyperlocal Mobile Marketplace,Unknown,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,5500000.0
2792,2015-05-19,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,Saif Partners,Private Equity,10000000.0
2793,2015-05-20,Lookup,B2C Messaging App,Unknown,Bangalore,Biz Stone,Private Equity,3000000.0
2795,2015-05-22,\\Xc2\\Xa0Nudgespot,Customer Engagement Platform,Unknown,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, Va Sastry",Seed Funding,625000.0
2797,2015-05-22,Eveningflavors,Online Table Reservation,Unknown,Bangalore,Sandiep Shrivatsava,Seed Funding,500000.0
2799,2015-05-25,Zenparent,Parents Focused Web Content,Unknown,Bangalore,I2India Ventures,Seed Funding,500000.0
2801,2015-05-26,Urbanpro,On-Demand Service Marketplace,Unknown,Bangalore,Nirvana Venture Advisors,Private Equity,2000000.0
2802,2015-05-26,Goodbox,On-Demand Business Messaging,Unknown,Bangalore,Manipal Group,Seed Funding,200000.0
2803,2015-05-26,Renderlogy,Online Home D\\Xc3\\Xa9Cor,Unknown,Hyderabad,Astarc Ventures,Private Equity,1000000.0
2804,2015-05-27,Postman,Api Workflow Platform,Unknown,Bangalore,Nexus Venture Partners,Seed Funding,1000000.0
2805,2015-05-27,Casa2Inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,5000000.0
2806,2015-05-27,Fleetrover,Logistics Intelligence,Unknown,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,180000.0
2807,2015-05-28,Thekarrier,Last Mile Logistics,Unknown,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000.0
2808,2015-05-28,Zoomcar,Self-Driven Car Rental,Unknown,Bangalore,Sequoia Capital,Private Equity,5000000.0
2810,2015-05-30,Ather Energy,Electric Scooter Manufacturer,Unknown,Bangalore,Tiger Global,Private Equity,12000000.0
2811,2015-04-03,Swiggy,Online Food Delivery,Unknown,Bangalore,"Accel Partners, Saif Partners",Private Equity,2000000.0
2812,2015-04-04,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrishnan, Ah! Ventures",Seed Funding,200000.0
2813,2015-04-04,Keeptrax,Location Based App,Unknown,Dallas / Hyderabad,Unknown,Seed Funding,1000000.0
2814,2015-04-06,Instalively,Video Streaming,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, Aecal, Meraevents.",Seed Funding,120000.0
2815,2015-04-07,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & Others",Seed Funding,165000.0
2816,2015-04-07,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Investment Ab Kinnevik, Steadview Capital",Private Equity,150000000.0
2817,2015-04-07,Pressplay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, And Amit Bhatiani",Seed Funding,2200000.0
2819,2015-04-08,Firstcry.Com,Ecommerce,Unknown,Pune,"Silicon Valley Ventures, Nea Ventures, Valiant Capital, Idg Ventures India,\\Xc2\\Xa0 Saif Partners, Vertex Ventures",Private Equity,10000000.0
2820,2015-04-08,Mobikwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0
2821,2015-04-08,Olacabs,Cab Aggregator,Unknown,Bangalore,"Dst Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0
2822,2015-04-09,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\Nnitin Singhal & Others",Seed Funding,200000.0
2823,2015-04-09,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0
2824,2015-04-09,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad Based Investor,Seed Funding,165000.0
2825,2015-04-09,Urban Ladder,Online Furnishing\\Necommerce,Unknown,Bangalore,"Sequoia Capital, Tr Capital, Steadview Capital, Saif Partners, Kalaari Capital",Private Equity,50000000.0
2827,2015-04-10,Whatfix,Interactive\\Xc2\\Xa0 How-To Guides,Unknown,Bangalore,"Helion Venture Partner, Powerhouse Ventures, Gsf And Other Angel Investors",Seed Funding,900000.0
2829,2015-04-11,Zomato,Restaurant Reviews,Unknown,Gurgaon,Info Edge (India),Private Equity,25000000.0
2830,2015-04-13,Zopnow,Online Grocer,Unknown,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000.0
2831,2015-04-13,Nayi Disha,Ed-Tech,Unknown,New Delhi,"Ajay Relan,",Seed Funding,300000.0
2832,,The Porter,Logistics Tech,Unknown,Mumbai,Kae Capital,Seed Funding,500000.0
2833,2015-04-13,Commeasure,Online Hotel Booking,Unknown,Noida,Jungle Ventures,Seed Funding,1000000.0
2834,2015-04-13,Capricoast,Online Kitchen Furniture,Unknown,Bangalore,Accel Partners India,Seed Funding,1250000.0
2835,2015-04-14,Localoye,Hyper-Local Online Services,Unknown,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000.0
2836,2015-04-15,Grofers,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,35000000.0
2837,2015-04-15,Peppertap,Hyper-Local Online/Mobile Grocery,Unknown,Gurgaon,"Saif Partners, Sequoia Capital",Private Equity,10000000.0
2838,2015-04-15,Policybazaar,Online Policy Aggregator,Unknown,Gurgaon,"Premjiinvest, Tiger Global, Ribbit Capital",Private Equity,40000000.0
2839,2015-04-16,Urbanclap,Hyperlocal Mobile Services Marketplace,Unknown,New Delhi,"Saif Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000.0
2840,2015-04-16,Taskbob,Ondemand\\Nmobile Handyman Services,Unknown,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,1200000.0
2841,2015-04-17,Robosoft,Mobile App Development,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000000.0
2844,2015-04-20,Pastiwala,Material Collection & Recycling,Unknown,Vadodara,Agnus Capital,Private Equity,4000000.0
2845,2015-04-20,1Mg (Healthkartplus),Online Pharmacy & Drug Db,Unknown,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000.0
2846,2015-04-20,Freshdesk,Online / Mobile Customer Support,Unknown,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,50000000.0
2847,2015-04-20,Sulekha.Com,Online Classifieds & Listings,Unknown,Chennai,Gic Ventures,Private Equity,28000000.0
2849,2015-04-22,Eat.Shop.Love,Fashion Ecommerce,Unknown,Bangalore,Undisclosed Investor,Private Equity,3500000.0
